Node	exact	ew	pps
3940	1.301869935e-05	0.0002856277843	1.143479484e-05
3941	0.007027032304	0.1136866977	0.006702077094
3942	0.001396140795	0.424731985	0.001771658081
3943	0.005112456501	0.3223995376	0.008879670892
3944	0.005191789317	0.1679383521	0.005455225
3945	0.0006376407872	0.3400614575	0.002213113374
3946	0.00134947997	0.1143451809	0.002103356458
3947	0.001571300802	0.4125218985	0.0009426360343
3948	0.01319299878	0.1864889645	0.01381254137
3949	0.005236221158	0.4592706829	0.005283846726
3950	0.006793687753	0.418257209	0.006740711478
3951	0.00415979543	0.4223228833	0.00376826745
3952	0.01448419558	0.393383822	0.01581117457
3953	0.008513363002	0.1135812494	0.009462661275
3954	0.004502403354	0.2252206438	0.007192797736
3955	0.004919814981	0.4477146662	0.005816607792
3956	0.0005543382219	0.2349411819	9.354027301e-06
3957	0.00112807075	0.1768557233	0.001105607575
3958	0.0002899527027	0.00329347764	0.0004771469313
3959	0.00882457562	0.2183905295	0.00874694022
3960	0.007238734772	0.3322469955	0.006470606863
3961	0.003108687502	0.01395902327	0.002893373596
3962	0.004610976308	0.0004575177159	0.005209082869
3963	0.005072907927	0.03812179877	0.005667564281
3964	0.003018461379	0.09019388006	0.0004807796953
